"Name","Runtime","Notes","Tags","State","ID","User","Group","Job Type","Created","Updated","End Time","Sweep","Hostname","Description","Commit","GitHub","GPU Count","GPU Type","insert_dropout","param_config_id","seed","beta1","beta2","catch_dropout","dataset_seed","early_stopping_min_delta","early_stopping_patience","evaluation_steps","gradient_accumulation_steps","ignore_mismatched_sizes","learning_rate","lr_scheduler_type","max_length","max_train_steps","model_name_or_path","no_checkpointing","num_train_epochs","num_warmup_steps","original_gradient_fraction","output_dir","pad_to_max_length","per_device_eval_batch_size","per_device_train_batch_size","push_to_hub","report_to","run_generation","task","task_name","train_data_frac","training_size","use_modded","use_slow_tokenizer","warmup_steps_fraction","weight_decay","with_tracking","accuracy","eval_loss","eval_p_max","eval_p_var","accuracy.max","accuracy_mm","avg_eval_p_max","avg_eval_p_var","avg_grad_diff_all_classes","avg_grad_diff_per_class","avg_train_p0","avg_train_p_max","avg_train_p_var","best_accuracy","best_accuracy_epoch","best_accuracy_step","best_eval_loss","best_eval_loss_epoch","best_eval_loss_step","best_f1","best_f1_epoch","best_f1_step","best_matthews_correlation","best_matthews_correlation_epoch","best_matthews_correlation_step","best_pearson","best_pearson_epoch","best_pearson_step","best_spearmanr","best_spearmanr_epoch","best_spearmanr_step","epoch","eval_loss.min","eval_loss_mm","eval_p_max_mm","eval_p_var_mm","f1","matthews_correlation","pearson","spearmanr","test_accuracy","train_loss","train_p_max","train_p_var","train_st1_loss","train_st1_p_max","train_st2_loss","train_st2_p_max","vector_norms"
"16_S1_ID_106_VAN","345","-","NEW_GRAD_OUTPUT, SWP1, vanilla","finished","4sczt655","ricu","","","2024-01-03T19:17:11.000Z","2024-01-03T19:22:56.000Z","2024-01-03T19:22:56.000Z","","drax","","","","2","NVIDIA A40","0.28","pcid_1295","2","0.9","0.999","","1","0","10","16","1","false","0.00006","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_106","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7219476478125572","1.4215415716171265","0.970130741596222","0.4555822014808655","","","","","","","","","","0.724510342302764","21","176","0.6405181288719177","3","32","","","","","","","","","","","","","41","","","","","","","","","","","","","","","0.002867365488782525","0.9972499012947084",""
"16_S1_ID_105_VAN","230","-","NEW_GRAD_OUTPUT, SWP1, vanilla","finished","ql8yzpg7","ricu","","","2024-01-03T19:13:00.000Z","2024-01-03T19:16:50.000Z","2024-01-03T19:16:50.000Z","","drax","","","","2","NVIDIA A40","0.28","pcid_1295","1","0.9","0.999","","1","0","10","16","1","false","0.00006","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_105","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7082189273293062","1.3623183965682983","0.972866415977478","0.4581694006919861","","","","","","","","","","0.7380560131795717","7","64","0.5684409737586975","5","48","","","","","","","","","","","","","27","","","","","","","","","","","","","","","0.02056199125945568","0.9951831698417664",""
"16_S1_ID_104_VAN","740","-","NEW_GRAD_OUTPUT, SWP1, vanilla","finished","ybkvayd5","ricu","","","2024-01-03T19:00:18.000Z","2024-01-03T19:12:38.000Z","2024-01-03T19:12:38.000Z","","drax","","","","2","NVIDIA A40","0.24","pcid_1294","3","0.9","0.999","","1","0","10","16","1","false","0.000008","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_104","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7087680761486362","1.041850447654724","0.9354894757270812","0.4035682678222656","","","","","","","","","","0.7201171517481237","71","576","0.6139575839042664","21","176","","","","","","","","","","","","","91","","","","","","","","","","","","","","","0.01198416668921709","0.9881478548049928",""
"16_S1_ID_103_VAN","552","-","NEW_GRAD_OUTPUT, SWP1, vanilla","finished","dayz2f0n","ricu","","","2024-01-03T18:50:45.000Z","2024-01-03T18:59:57.000Z","2024-01-03T18:59:57.000Z","","drax","","","","2","NVIDIA A40","0.24","pcid_1294","2","0.9","0.999","","1","0","10","16","1","false","0.000008","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_103","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7389712612117884","0.9118880033493042","0.9464983940124512","0.4161013960838318","","","","","","","","","","0.7453779974373055","47","384","0.5830475687980652","17","144","","","","","","","","","","","","","67","","","","","","","","","","","","","","","0.016317719593644142","0.9840964078903198",""
"16_S1_ID_102_VAN","666","-","NEW_GRAD_OUTPUT, SWP1, vanilla","finished","87sc2wiz","ricu","","","2024-01-03T18:39:17.000Z","2024-01-03T18:50:23.000Z","2024-01-03T18:50:23.000Z","","drax","","","","2","NVIDIA A40","0.24","pcid_1294","1","0.9","0.999","","1","0","10","16","1","false","0.000008","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_102","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7422661541277686","0.9714760780334472","0.9622125029563904","0.43961459398269653","","","","","","","","","","0.7473915431081823","61","496","0.5726601481437683","13","112","","","","","","","","","","","","","81","","","","","","","","","","","","","","","0.015900466591119766","0.9861658811569214",""
"16_S1_ID_101_VAN","602","-","NEW_GRAD_OUTPUT, SWP1, vanilla","finished","e2is0fju","ricu","","","2024-01-03T18:28:54.000Z","2024-01-03T18:38:56.000Z","2024-01-03T18:38:56.000Z","","drax","","","","2","NVIDIA A40","0.24","pcid_1293","3","0.9","0.999","","1","0","10","16","1","false","0.00001","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_101","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7105985722130698","1.1674410104751587","0.949015498161316","0.4239879548549652","","","","","","","","","","0.7215815485996705","53","432","0.6042032837867737","19","160","","","","","","","","","","","","","73","","","","","","","","","","","","","","","0.010085295885801315","0.9913690090179444",""
"16_S1_ID_100_VAN","438","-","NEW_GRAD_OUTPUT, SWP1, vanilla","finished","j2qh2drd","ricu","","","2024-01-03T18:21:15.000Z","2024-01-03T18:28:33.000Z","2024-01-03T18:28:33.000Z","","drax","","","","2","NVIDIA A40","0.24","pcid_1293","2","0.9","0.999","","1","0","10","16","1","false","0.00001","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_100","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7274391360058576","0.9560407400131226","0.9454566836357116","0.4142919182777405","","","","","","","","","","0.742449203734212","33","272","0.5790313482284546","15","128","","","","","","","","","","","","","53","","","","","","","","","","","","","","","0.019717015326023105","0.9815601706504822",""
"16_S1_ID_099_VAN","376","-","NEW_GRAD_OUTPUT, SWP1, vanilla","finished","abcc2bir","ricu","","","2024-01-03T18:14:37.000Z","2024-01-03T18:20:53.000Z","2024-01-03T18:20:53.000Z","","drax","","","","2","NVIDIA A40","0.24","pcid_1293","1","0.9","0.999","","1","0","10","16","1","false","0.00001","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_099","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7428153029470986","0.9010534286499025","0.9578022360801696","0.42969486117362976","","","","","","","","","","0.7459271462566356","25","208","0.5715734362602234","13","112","","","","","","","","","","","","","45","","","","","","","","","","","","","","","0.028769712895154953","0.980566382408142",""
"16_S1_ID_098_VAN","389","-","NEW_GRAD_OUTPUT, SWP1, vanilla","finished","6gg1x4nn","ricu","","","2024-01-03T18:07:47.000Z","2024-01-03T18:14:16.000Z","2024-01-03T18:14:16.000Z","","drax","","","","2","NVIDIA A40","0.24","pcid_1292","3","0.9","0.999","","1","0","10","16","1","false","0.00002","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_098","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7087680761486362","1.1607747077941897","0.9445286989212036","0.4180154502391815","","","","","","","","","","0.7142595643419367","27","224","0.6028639674186707","13","112","","","","","","","","","","","","","47","","","","","","","","","","","","","","","0.008828261867165565","0.9933566451072692",""
"16_S1_ID_097_VAN","490","-","NEW_GRAD_OUTPUT, SWP1, vanilla","finished","i9p74bck","ricu","","","2024-01-03T17:59:16.000Z","2024-01-03T18:07:26.000Z","2024-01-03T18:07:26.000Z","","drax","","","","2","NVIDIA A40","0.24","pcid_1292","2","0.9","0.999","","1","0","10","16","1","false","0.00002","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_097","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7340289218378181","1.200471043586731","0.9671952724456788","0.4494704604148865","","","","","","","","","","0.741900054914882","39","320","0.5713925957679749","9","80","","","","","","","","","","","","","59","","","","","","","","","","","","","","","0.003605610923841595","0.9964303970336914",""
"16_S1_ID_096_VAN","441","-","NEW_GRAD_OUTPUT, SWP1, vanilla","finished","tutjnwcr","ricu","","","2024-01-03T17:51:36.000Z","2024-01-03T17:58:57.000Z","2024-01-03T17:58:57.000Z","","drax","","","","2","NVIDIA A40","0.24","pcid_1292","1","0.9","0.999","","1","0","10","16","1","false","0.00002","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_096","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7428153029470986","1.136684536933899","0.973344385623932","0.4584331512451172","","","","","","","","","","0.7470254438952956","33","272","0.581321120262146","9","80","","","","","","","","","","","","","53","","","","","","","","","","","","","","","0.016460321843624115","0.9946759343147278",""
"16_S1_ID_095_VAN","375","-","NEW_GRAD_OUTPUT, SWP1, vanilla","finished","y5moxdbj","ricu","","","2024-01-03T17:45:01.000Z","2024-01-03T17:51:16.000Z","2024-01-03T17:51:16.000Z","","drax","","","","2","NVIDIA A40","0.24","pcid_1311","3","0.9","0.999","","1","0","10","16","1","false","0.00004","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_095","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.6884495698334249","1.6069412231445312","0.9632299542427064","0.4460521638393402","","","","","","","","","","0.7104155226066264","25","208","0.6034278273582458","9","80","","","","","","","","","","","","","45","","","","","","","","","","","","","","","0.0018000665586441755","0.998210310935974",""
"16_S1_ID_094_VAN","249","-","NEW_GRAD_OUTPUT, SWP1, vanilla","finished","9urppp1k","ricu","","","2024-01-03T17:40:31.000Z","2024-01-03T17:44:40.000Z","2024-01-03T17:44:40.000Z","","drax","","","","2","NVIDIA A40","0.24","pcid_1311","2","0.9","0.999","","1","0","10","16","1","false","0.00004","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_094","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.6937580084202819","1.349107027053833","0.9634811282157898","0.4441849887371063","","","","","","","","","","0.7459271462566356","9","80","0.6040562391281128","5","48","","","","","","","","","","","","","29","","","","","","","","","","","","","","","0.009455159306526184","0.993334710597992",""
"16_S1_ID_093_VAN","360","-","NEW_GRAD_OUTPUT, SWP1, vanilla","finished","tjmipxyg","ricu","","","2024-01-03T17:34:11.000Z","2024-01-03T17:40:11.000Z","2024-01-03T17:40:11.000Z","","drax","","","","2","NVIDIA A40","0.24","pcid_1311","1","0.9","0.999","","1","0","10","16","1","false","0.00004","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_093","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7082189273293062","1.4427714347839355","0.975464403629303","0.46235391497612","","","","","","","","","","0.7585575691012264","23","192","0.5831820964813232","5","48","","","","","","","","","","","","","43","","","","","","","","","","","","","","","0.00904148630797863","0.9957613348960876",""
"16_S1_ID_092_VAN","347","-","NEW_GRAD_OUTPUT, SWP1, vanilla","finished","e0r8eetb","ricu","","","2024-01-03T17:28:02.000Z","2024-01-03T17:33:49.000Z","2024-01-03T17:33:49.000Z","","drax","","","","2","NVIDIA A40","0.24","pcid_1290","3","0.9","0.999","","1","0","10","16","1","false","0.00006","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_092","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.6838733296723412","1.871612548828125","0.9731560349464417","0.4600928127765655","","","","","","","","","","0.7219476478125572","21","176","0.6376035809516907","7","64","","","","","","","","","","","","","41","","","","","","","","","","","","","","","0.000959926052019","0.9990409016609192",""
"16_S1_ID_091_VAN","234","-","NEW_GRAD_OUTPUT, SWP1, vanilla","finished","qo32jd6t","ricu","","","2024-01-03T17:23:46.000Z","2024-01-03T17:27:40.000Z","2024-01-03T17:27:40.000Z","","drax","","","","2","NVIDIA A40","0.24","pcid_1290","2","0.9","0.999","","1","0","10","16","1","false","0.00006","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_091","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7226798462383306","1.277948260307312","0.9686286449432372","0.45133328437805176","","","","","","","","","","0.7345780706571481","7","64","0.6203994154930115","7","64","","","","","","","","","","","","","27","","","","","","","","","","","","","","","0.03695809096097946","0.9959762692451476",""
"16_S1_ID_090_VAN","229","-","NEW_GRAD_OUTPUT, SWP1, vanilla","finished","7be0zewj","ricu","","","2024-01-03T17:19:35.000Z","2024-01-03T17:23:24.000Z","2024-01-03T17:23:24.000Z","","drax","","","","2","NVIDIA A40","0.24","pcid_1290","1","0.9","0.999","","1","0","10","16","1","false","0.00006","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_090","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7336628226249313","1.3510141372680664","0.9813450574874878","0.47079959511756897","","","","","","","","","","0.7384221123924584","7","64","0.5711433291435242","5","48","","","","","","","","","","","","","27","","","","","","","","","","","","","","","0.002965637482702732","0.997045397758484",""
"16_S1_ID_089_VAN","763","-","NEW_GRAD_OUTPUT, SWP1, vanilla","finished","qt0yhb4y","ricu","","","2024-01-03T17:06:31.000Z","2024-01-03T17:19:14.000Z","2024-01-03T17:19:14.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1289","3","0.9","0.999","","1","0","10","16","1","false","0.000008","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_089","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7316492769540546","1.1053242683410645","0.9556628465652466","0.4333105683326721","","","","","","","","","","0.7331136738056013","73","592","0.5853977203369141","21","176","","","","","","","","","","","","","93","","","","","","","","","","","","","","","0.015704715624451637","0.9924567341804504",""
"16_S1_ID_088_VAN","811","-","NEW_GRAD_OUTPUT, SWP1, vanilla","finished","4inopd3o","ricu","","","2024-01-03T16:52:40.000Z","2024-01-03T17:06:11.000Z","2024-01-03T17:06:11.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1289","2","0.9","0.999","","1","0","10","16","1","false","0.000008","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_088","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.747757642321069","0.9273439645767212","0.9517568349838256","0.4245158731937408","","","","","","","","","","0.7479406919275123","91","736","0.5716913938522339","17","144","","","","","","","","","","","","","99","","","","","","","","","","","","","","","0.00963122770190239","0.9904887676239014",""
"16_S1_ID_087_VAN","428","-","NEW_GRAD_OUTPUT, SWP1, vanilla","finished","ah5pd3h1","ricu","","","2024-01-03T16:45:11.000Z","2024-01-03T16:52:19.000Z","2024-01-03T16:52:19.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1289","1","0.9","0.999","","1","0","10","16","1","false","0.000008","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_087","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.741900054914882","0.8677229881286621","0.9511864185333252","0.4202711284160614","","","","","","","","","","0.7473915431081823","31","256","0.5751379132270813","13","112","","","","","","","","","","","","","51","","","","","","","","","","","","","","","0.03479723632335663","0.9784656167030334",""
"16_S1_ID_086_VAN","747","-","NEW_GRAD_OUTPUT, SWP1, vanilla","finished","owpq3xa2","ricu","","","2024-01-03T16:32:22.000Z","2024-01-03T16:44:49.000Z","2024-01-03T16:44:49.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1288","3","0.9","0.999","","1","0","10","16","1","false","0.00001","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_086","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7259747391543108","1.222970962524414","0.9611335396766664","0.4421776235103607","","","","","","","","","","0.7290865824638477","71","576","0.5837557911872864","19","160","","","","","","","","","","","","","91","","","","","","","","","","","","","","","0.004876535385847092","0.9951500296592712",""
"16_S1_ID_085_VAN","720","-","NEW_GRAD_OUTPUT, SWP1, vanilla","finished","h69k7h8q","ricu","","","2024-01-03T16:20:00.000Z","2024-01-03T16:32:00.000Z","2024-01-03T16:32:00.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1288","2","0.9","0.999","","1","0","10","16","1","false","0.00001","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_085","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7470254438952956","1.0099776983261108","0.9598661661148072","0.4376832246780395","","","","","","","","","","0.7501372872048325","67","544","0.5843061208724976","15","128","","","","","","","","","","","","","87","","","","","","","","","","","","","","","0.0060632796958088875","0.9939693808555604",""
"16_S1_ID_084_VAN","812","-","NEW_GRAD_OUTPUT, SWP1, vanilla","finished","1y7aqcd8","ricu","","","2024-01-03T16:06:08.000Z","2024-01-03T16:19:40.000Z","2024-01-03T16:19:40.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1288","1","0.9","0.999","","1","0","10","16","1","false","0.00001","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_084","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7451949478308622","1.0776662826538086","0.9712974429130554","0.45425930619239807","","","","","","","","","","0.7466593446824089","87","704","0.5753456950187683","11","96","","","","","","","","","","","","","99","","","","","","","","","","","","","","","0.006351458840072155","0.9936876893043518",""
"16_S1_ID_083_VAN","785","-","NEW_GRAD_OUTPUT, SWP1, vanilla","finished","n0ktm71y","ricu","","","2024-01-03T15:52:42.000Z","2024-01-03T16:05:47.000Z","2024-01-03T16:05:47.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1287","3","0.9","0.999","","1","0","10","16","1","false","0.00002","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_083","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7151748123741534","1.4951201677322388","0.96669739484787","0.4507242143154144","","","","","","","","","","0.7294526816767344","75","608","0.6003806591033936","11","96","","","","","","","","","","","","","95","","","","","","","","","","","","","","","0.0012646752875298262","0.9987376928329468",""
"16_S1_ID_082_VAN","718","-","NEW_GRAD_OUTPUT, SWP1, vanilla","finished","7p1yjqj0","ricu","","","2024-01-03T15:40:23.000Z","2024-01-03T15:52:21.000Z","2024-01-03T15:52:21.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1287","2","0.9","0.999","","1","0","10","16","1","false","0.00002","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_082","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7437305509793154","1.289949655532837","0.9744043350219728","0.4613093435764313","","","","","","","","","","0.7543474281530295","67","544","0.5652496814727783","9","80","","","","","","","","","","","","","87","","","","","","","","","","","","","","","0.0018227329710498452","0.9981805682182312",""
"16_S1_ID_081_VAN","286","-","NEW_GRAD_OUTPUT, SWP1, vanilla","finished","ogijh8rc","ricu","","","2024-01-03T15:35:17.000Z","2024-01-03T15:40:03.000Z","2024-01-03T15:40:03.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1287","1","0.9","0.999","","1","0","10","16","1","false","0.00002","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_081","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7358594179022515","1.0430152416229248","0.9661124348640442","0.4463243782520294","","","","","","","","","","0.7455610470437488","13","112","0.5676674246788025","9","80","","","","","","","","","","","","","33","","","","","","","","","","","","","","","0.007742381189018488","0.9923043847084044",""
"16_S1_ID_080_VAN","332","-","NEW_GRAD_OUTPUT, SWP1, vanilla","finished","g7m9kbir","ricu","","","2024-01-03T15:29:24.000Z","2024-01-03T15:34:56.000Z","2024-01-03T15:34:56.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1310","3","0.9","0.999","","1","0","10","16","1","false","0.00004","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_080","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7223137470254439","1.307491421699524","0.962059736251831","0.4439619183540344","","","","","","","","","","0.723961193483434","19","160","0.5942400097846985","9","80","","","","","","","","","","","","","39","","","","","","","","","","","","","","","0.0041119735687971115","0.99618798494339",""
"16_S1_ID_079_VAN","284","-","NEW_GRAD_OUTPUT, SWP1, vanilla","finished","cx8f0bwe","ricu","","","2024-01-03T15:24:18.000Z","2024-01-03T15:29:02.000Z","2024-01-03T15:29:02.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1310","2","0.9","0.999","","1","0","10","16","1","false","0.00004","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_079","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7450118982244188","1.266272783279419","0.9768463969230652","0.46395644545555115","","","","","","","","","","0.7473915431081823","13","112","0.5813223123550415","7","64","","","","","","","","","","","","","33","","","","","","","","","","","","","","","0.0018456722609698772","0.9981567859649658",""
"16_S1_ID_078_VAN","235","-","NEW_GRAD_OUTPUT, SWP1, vanilla","finished","s07evewf","ricu","","","2024-01-03T15:20:02.000Z","2024-01-03T15:23:57.000Z","2024-01-03T15:23:57.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1310","1","0.9","0.999","","1","0","10","16","1","false","0.00004","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_078","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.718652754896577","1.1543099880218506","0.9626410603523254","0.4419814348220825","","","","","","","","","","0.7420831045213253","7","64","0.5728535056114197","5","48","","","","","","","","","","","","","27","","","","","","","","","","","","","","","0.01599404402077198","0.9937803149223328",""
"16_S1_ID_077_VAN","234","-","NEW_GRAD_OUTPUT, SWP1, vanilla","finished","73rj9t2r","ricu","","","2024-01-03T15:15:46.000Z","2024-01-03T15:19:40.000Z","2024-01-03T15:19:40.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1285","3","0.9","0.999","","1","0","10","16","1","false","0.00006","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_077","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.6778326926597108","1.6224907636642456","0.9655612707138062","0.4488230049610138","","","","","","","","","","0.7023613399231191","7","64","0.6017248034477234","7","64","","","","","","","","","","","","","27","","","","","","","","","","","","","","","0.0021132680121809244","0.9979239106178284",""
"16_S1_ID_076_VAN","576","-","NEW_GRAD_OUTPUT, SWP1, vanilla","finished","9jh3k9ot","ricu","","","2024-01-03T15:05:48.000Z","2024-01-03T15:15:24.000Z","2024-01-03T15:15:24.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1285","2","0.9","0.999","","1","0","10","16","1","false","0.00006","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_076","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7318323265604979","1.6460952758789062","0.981539249420166","0.47218966484069824","","","","","","","","","","0.7353102690829215","49","400","0.5950656533241272","5","48","","","","","","","","","","","","","69","","","","","","","","","","","","","","","0.0005475087091326714","0.9994544386863708",""
"16_S1_ID_075_VAN","672","-","NEW_GRAD_OUTPUT, SWP1, vanilla","finished","w884hoc9","ricu","","","2024-01-03T14:54:14.000Z","2024-01-03T15:05:26.000Z","2024-01-03T15:05:26.000Z","","drax","","","","2","NVIDIA A40","0.2","pcid_1285","1","0.9","0.999","","1","0","10","16","1","false","0.00006","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_075","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7442796997986454","1.5215086936950684","0.980866551399231","0.4713499844074249","","","","","","","","","","0.7461101958630789","61","496","0.5606655478477478","5","48","","","","","","","","","","","","","81","","","","","","","","","","","","","","","0.000494179897941649","0.9995059967041016",""
"16_S1_ID_074_VAN","815","-","NEW_GRAD_OUTPUT, SWP1, vanilla","finished","aqeo0hjm","ricu","","","2024-01-03T14:40:17.000Z","2024-01-03T14:53:52.000Z","2024-01-03T14:53:52.000Z","","drax","","","","2","NVIDIA A40","0.16","pcid_1284","3","0.9","0.999","","1","0","10","16","1","false","0.000008","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_074","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7358594179022515","1.095109224319458","0.9536015391349792","0.43023762106895447","","","","","","","","","","0.7360424675086948","97","784","0.6100407838821411","19","160","","","","","","","","","","","","","99","","","","","","","","","","","","","","","0.006658931262791157","0.9934571981430054",""
"16_S1_ID_073_VAN","430","-","NEW_GRAD_OUTPUT, SWP1, vanilla","finished","vvgtb2gn","ricu","","","2024-01-03T14:32:47.000Z","2024-01-03T14:39:57.000Z","2024-01-03T14:39:57.000Z","","drax","","","","2","NVIDIA A40","0.16","pcid_1284","2","0.9","0.999","","1","0","10","16","1","false","0.000008","linear","128","800","bert-base-uncased","","100","80","0","/home/lange/fantastic-umbrella/runs/16_sweeps_01_vanilla/run_073","false","128","32","false","all","16_sweeps","","qnli","","256","","false","0.1","0.01","true","0.7510525352370493","0.8371441960334778","0.9437857270240784","0.41240444779396057","","","","","","","","","","0.7539813289401428","31","256","0.5577540993690491","15","128","","","","","","","","","","","","","51","","","","","","","","","","","","","","","0.01519002951681614","0.9851258993148804",""
